	affy_hg_u133_plus_2	ensembl_gene_id	gene_biotype	external_gene_name
84	1552729_at	ENSG00000280496	snoRNA	SNORA17B
100	1552729_at	ENSG00000274998	snoRNA	SNORA17A
228	1552729_at	ENSG00000276161	snoRNA	SNORA17B
386	1552729_at	ENSG00000281808	snoRNA	AL355987.6
4131	1552729_at	ENSG00000233016	lncRNA	SNHG7
4178	1552729_at	ENSG00000274356	unprocessed_pseudogene	AL355987.5
5018	1552730_at	ENSG00000139549	protein_coding	DHH
616	1552731_at	ENSG00000174429	protein_coding	ABRA
617	1552732_at	ENSG00000174429	protein_coding	ABRA
895	1552733_at	ENSG00000197776	protein_coding	KLHDC1
5115	1552734_at	ENSG00000164327	protein_coding	RICTOR
4576	1552736_a_at	ENSG00000166342	protein_coding	NETO1
255	1552737_s_at	ENSG00000198373	protein_coding	WWP2
1802	1552738_a_at	ENSG00000007341	protein_coding	ST7L
1801	1552739_s_at	ENSG00000007341	protein_coding	ST7L
3841	1552740_at	ENSG00000273045	protein_coding	C2orf15
4499	1552742_at	ENSG00000183960	protein_coding	KCNH8
4930	1552743_at	ENSG00000126217	protein_coding	MCF2L
2950	1552745_at	ENSG00000205359	protein_coding	SLCO6A1
4539	1552747_a_at	ENSG00000183977	protein_coding	PP2D1
678	1552749_a_at	ENSG00000104892	protein_coding	KLC3
376	1552750_at	ENSG00000141977	protein_coding	CIB3
377	1552751_a_at	ENSG00000141977	protein_coding	CIB3
5073	1552752_a_at	ENSG00000175161	protein_coding	CADM2
5074	1552754_a_at	ENSG00000175161	protein_coding	CADM2
1820	1552755_at	ENSG00000183784	lncRNA	DOCK8-AS1
1819	1552757_s_at	ENSG00000183784	lncRNA	DOCK8-AS1
4125	1552758_at	ENSG00000048052	protein_coding	HDAC9
4124	1552760_at	ENSG00000048052	protein_coding	HDAC9
1000	1552761_at	ENSG00000174326	protein_coding	SLC16A11
1298	1552763_at	ENSG00000164953	protein_coding	TMEM67
1297	1552765_x_at	ENSG00000164953	protein_coding	TMEM67
354	1552766_at	ENSG00000171004	protein_coding	HS6ST2
355	1552767_a_at	ENSG00000171004	protein_coding	HS6ST2
1847	1552768_at	ENSG00000004660	protein_coding	CAMKK1
1857	1552769_at	ENSG00000257591	protein_coding	ZNF625
1940	1552770_s_at	ENSG00000188868	protein_coding	ZNF563
3328	1552772_at	ENSG00000166527	protein_coding	CLEC4D
3329	1552773_at	ENSG00000166527	protein_coding	CLEC4D
3109	1552774_a_at	ENSG00000153291	protein_coding	SLC25A27
2783	1552775_at	ENSG00000173612	protein_coding	GPRC6A
976	1552777_a_at	ENSG00000285991	protein_coding	AL355312.6
977	1552777_a_at	ENSG00000164520	protein_coding	RAET1E
2367	1552779_a_at	ENSG00000137968	protein_coding	SLC44A5
2368	1552782_at	ENSG00000137968	protein_coding	SLC44A5
435	1552783_at	ENSG00000173480	protein_coding	ZNF417
1139	1552785_at	ENSG00000196381	protein_coding	ZNF781
756	1552787_at	ENSG00000127311	protein_coding	HELB
757	1552788_a_at	ENSG00000127311	protein_coding	HELB
1321	1552789_at	ENSG00000008952	protein_coding	SEC62
1322	1552790_a_at	ENSG00000008952	protein_coding	SEC62
1203	1552791_a_at	ENSG00000186439	protein_coding	TRDN
1158	1552792_at	ENSG00000180008	protein_coding	SOCS4
3753	1552793_at	ENSG00000278812	lncRNA	C8orf31
4833	1552793_at	ENSG00000177335	lncRNA	C8orf31
3244	1552794_a_at	ENSG00000152433	protein_coding	ZNF547
1044	1552796_a_at	ENSG00000112246	protein_coding	SIM1
4573	1552797_s_at	ENSG00000155066	protein_coding	PROM2
4254	1552798_a_at	ENSG00000136869	protein_coding	TLR4
4902	1552799_at	ENSG00000171045	protein_coding	TSNARE1
5173	1552800_at	ENSG00000106077	protein_coding	ABHD11
1326	1552801_at	ENSG00000162949	protein_coding	CAPN13
1333	1552801_at	ENSG00000230118	processed_pseudogene	AC092569.1
4740	1552803_a_at	ENSG00000117632	protein_coding	STMN1
2444	1552804_a_at	ENSG00000150455	protein_coding	TIRAP
2427	1552806_a_at	ENSG00000142512	protein_coding	SIGLEC10
2428	1552807_a_at	ENSG00000142512	protein_coding	SIGLEC10
3344	1552808_at	ENSG00000178031	protein_coding	ADAMTSL1
4843	1552809_at	ENSG00000111783	protein_coding	RFX4
1759	1552811_at	ENSG00000127578	protein_coding	WFIKKN1
1760	1552811_at	ENSG00000197562	protein_coding	RAB40C
1927	1552812_a_at	ENSG00000079387	protein_coding	SENP1
4806	1552813_at	ENSG00000266265	protein_coding	KLF14
4807	1552814_a_at	ENSG00000266265	protein_coding	KLF14
980	1552816_at	ENSG00000130045	protein_coding	NXNL2
2968	1552818_a_at	ENSG00000102239	protein_coding	BRS3
3220	1552819_at	ENSG00000184274	lncRNA	LINC00315
3634	1552822_at	ENSG00000166479	protein_coding	TMX3
2710	1552825_at	ENSG00000186496	protein_coding	ZNF396
1840	1552826_at	ENSG00000147606	protein_coding	SLC26A7
1841	1552827_s_at	ENSG00000147606	protein_coding	SLC26A7
2458	1552828_at	ENSG00000178996	protein_coding	SNX18
482	1552830_at	ENSG00000177294	protein_coding	FBXO39
4497	1552833_at	ENSG00000198488	protein_coding	B3GNT6
4496	1552834_at	ENSG00000198488	protein_coding	B3GNT6
3269	1552835_at	ENSG00000213047	protein_coding	DENND1B
1776	1552836_at	ENSG00000177873	protein_coding	ZNF619
2635	1552839_at	ENSG00000172717	protein_coding	FAM71D
807	1552841_s_at	ENSG00000121380	protein_coding	BCL2L14
5300	1552841_s_at	ENSG00000281449	protein_coding	BCL2L14
5258	1552842_at	ENSG00000185352	protein_coding	HS6ST3
1980	1552843_at	ENSG00000145217	protein_coding	SLC26A1
266	1552845_at	ENSG00000106404	protein_coding	CLDN15
1011	1552845_at	ENSG00000214253	protein_coding	FIS1
959	1552846_s_at	ENSG00000230997	processed_pseudogene	RAB42P1
1243	1552846_s_at	ENSG00000188060	protein_coding	RAB42
3548	1552848_a_at	ENSG00000165186	protein_coding	PTCHD1
5191	1552849_at	ENSG00000159374	protein_coding	M1AP
3267	1552851_at	ENSG00000180532	protein_coding	ZSCAN4
3268	1552852_a_at	ENSG00000180532	protein_coding	ZSCAN4
825	1552853_at	ENSG00000158816	protein_coding	VWA5B1
826	1552854_a_at	ENSG00000158816	protein_coding	VWA5B1
363	1552856_at	ENSG00000179219	lncRNA	LINC00311
1959	1552857_a_at	ENSG00000158748	protein_coding	HTR6
4571	1552858_at	ENSG00000176746	protein_coding	MAGEB6
4971	1552860_at	ENSG00000278674	processed_pseudogene	ELOA3B
4972	1552860_at	ENSG00000206181	protein_coding	ELOA2
4973	1552860_at	ENSG00000275553	processed_pseudogene	ELOA3C
4986	1552860_at	ENSG00000183791	protein_coding	ELOA3D
4987	1552860_at	ENSG00000274744	processed_pseudogene	ELOA3
4078	1552862_at	ENSG00000225855	lncRNA	RUSC1-AS1
2740	1552863_a_at	ENSG00000130433	protein_coding	CACNG6
812	1552865_a_at	ENSG00000152936	protein_coding	LMNTD1
3090	1552868_at	ENSG00000267493	lncRNA	CIRBP-AS1
2487	1552870_s_at	ENSG00000162779	protein_coding	AXDND1
2048	1552872_at	ENSG00000236017	lncRNA	ASMTL-AS1
3547	1552875_a_at	ENSG00000163606	protein_coding	CD200R1
3141	1552876_at	ENSG00000182586	lncRNA	LINC00334
3142	1552877_s_at	ENSG00000182586	lncRNA	LINC00334
1316	1552878_at	ENSG00000179774	protein_coding	ATOH7
1318	1552878_at	ENSG00000233590	lncRNA	LINC02640
1315	1552879_a_at	ENSG00000179774	protein_coding	ATOH7
1317	1552879_a_at	ENSG00000233590	lncRNA	LINC02640
3198	1552880_at	ENSG00000254154	lncRNA	CRYZL2P-SEC16B
3212	1552880_at	ENSG00000120341	protein_coding	SEC16B
4899	1552882_a_at	ENSG00000184675	protein_coding	AMER1
4653	1552884_at	ENSG00000165066	protein_coding	NKX6-3
4654	1552885_a_at	ENSG00000165066	protein_coding	NKX6-3
593	1552887_at	ENSG00000166220	protein_coding	TBATA
663	1552889_a_at	ENSG00000283632	protein_coding	EXOC3L2
2473	1552890_a_at	ENSG00000175544	protein_coding	CABP4
3920	1552892_at	ENSG00000159958	protein_coding	TNFRSF13C
2408	1552893_at	ENSG00000163888	protein_coding	CAMK2N2
86	1552895_a_at	ENSG00000276183	snRNA	FO681491.2
107	1552895_a_at	ENSG00000207097	snRNA	RNU6-614P
172	1552895_a_at	ENSG00000239108	snRNA	RNU6-1132P
1183	1552895_a_at	ENSG00000215512	transcribed_unprocessed_pseudogene	AP005901.1
3786	1552895_a_at	ENSG00000224309	transcribed_unprocessed_pseudogene	ANKRD30BP2
4352	1552895_a_at	ENSG00000163046	protein_coding	ANKRD30BL
4844	1552895_a_at	ENSG00000268486	transcribed_unprocessed_pseudogene	FO681491.1
905	1552897_a_at	ENSG00000171126	protein_coding	KCNG3
904	1552898_a_at	ENSG00000171126	protein_coding	KCNG3
1136	1552899_at	ENSG00000223586	lncRNA	LINC01312
1137	1552900_a_at	ENSG00000223586	lncRNA	LINC01312
648	1552902_a_at	ENSG00000128573	protein_coding	FOXP2
3394	1552903_at	ENSG00000167080	protein_coding	B4GALNT2
4577	1552904_at	ENSG00000166342	protein_coding	NETO1
2471	1552906_at	ENSG00000176988	protein_coding	FMR1NB
2510	1552908_at	ENSG00000169224	protein_coding	GCSAML
389	1552910_at	ENSG00000221125	snoRNA	AC011452.1
2023	1552910_at	ENSG00000161640	protein_coding	SIGLEC11
2024	1552911_at	ENSG00000161640	protein_coding	SIGLEC11
1646	1552912_a_at	ENSG00000162594	protein_coding	IL23R
4552	1552913_at	ENSG00000176774	protein_coding	MAGEB18
2855	1552914_a_at	ENSG00000103855	protein_coding	CD276
1883	1552915_at	ENSG00000272311	unprocessed_pseudogene	IFNL4P1
1885	1552915_at	ENSG00000183709	protein_coding	IFNL2
1888	1552917_at	ENSG00000182393	protein_coding	IFNL1
3380	1552919_at	ENSG00000163633	protein_coding	C4orf36
3385	1552919_at	ENSG00000285458	protein_coding	AC093827.5
3411	1552921_a_at	ENSG00000132436	protein_coding	FIGNL1
2561	1552922_at	ENSG00000079841	protein_coding	RIMS1
4965	1552923_a_at	ENSG00000090975	protein_coding	PITPNM2
4964	1552924_a_at	ENSG00000090975	protein_coding	PITPNM2
3495	1552925_at	ENSG00000138650	protein_coding	PCDH10
4922	1552927_at	ENSG00000157625	protein_coding	TAB3
4921	1552928_s_at	ENSG00000157625	protein_coding	TAB3
5187	1552929_at	ENSG00000114124	protein_coding	GRK7
4209	1552930_at	ENSG00000142606	protein_coding	MMEL1
4636	1552930_at	ENSG00000277131	protein_coding	MMEL1
2425	1552931_a_at	ENSG00000073417	protein_coding	PDE8A
4288	1552932_at	ENSG00000174885	protein_coding	NLRP6
3931	1552933_at	ENSG00000162641	protein_coding	AKNAD1
442	1552935_at	ENSG00000179300	protein_coding	RTL3
2767	1552937_s_at	ENSG00000164053	protein_coding	ATRIP
2185	1552938_at	ENSG00000139800	protein_coding	ZIC5
709	1552939_at	ENSG00000154188	protein_coding	ANGPT1
2521	1552940_at	ENSG00000203730	protein_coding	TEDDM1
1263	1552942_at	ENSG00000235710	protein_coding	AL109810.2
1585	1552943_at	ENSG00000163285	protein_coding	GABRG1
2278	1552944_a_at	ENSG00000073150	protein_coding	PANX2
1332	1552946_at	ENSG00000178150	protein_coding	ZNF114
1331	1552947_x_at	ENSG00000178150	protein_coding	ZNF114
1055	1552948_at	ENSG00000162592	protein_coding	CCDC27
2395	1552950_at	ENSG00000156206	protein_coding	CFAP161
2877	1552952_at	ENSG00000243040	transcribed_unprocessed_pseudogene	RBMY2FP
2777	1552953_a_at	ENSG00000171532	protein_coding	NEUROD2
4190	1552954_at	ENSG00000248874	lncRNA	C5orf17
3917	1552955_at	ENSG00000170983	lncRNA	LINC00208
1882	1552957_at	ENSG00000115423	protein_coding	DNAH6
4642	1552960_at	ENSG00000172061	protein_coding	LRRC15
2021	1552961_at	ENSG00000279347	TEC	AC021945.1
3337	1552964_at	ENSG00000171811	protein_coding	CFAP46
924	1552965_a_at	ENSG00000224376	lncRNA	AC017104.1
931	1552965_a_at	ENSG00000156966	protein_coding	B3GNT7
3485	1552967_at	ENSG00000175809	protein_coding	CBLL2
2198	1552969_a_at	ENSG00000163867	protein_coding	ZMYM6
2197	1552970_s_at	ENSG00000163867	protein_coding	ZMYM6
974	1552971_at	ENSG00000185053	protein_coding	SGCZ
3050	1552972_at	ENSG00000254842	lncRNA	LINC02551
1081	1552973_at	ENSG00000158955	protein_coding	WNT9B
4858	1552973_at	ENSG00000276799	protein_coding	WNT9B
1366	1552976_at	ENSG00000255847	lncRNA	AP003717.1
5031	1552977_a_at	ENSG00000137161	protein_coding	CNPY3
3776	1552978_a_at	ENSG00000085365	protein_coding	SCAMP1
1120	1552979_at	ENSG00000181798	lncRNA	LINC00471
2199	1552980_at	ENSG00000103044	protein_coding	HAS3
4500	1552982_a_at	ENSG00000075388	protein_coding	FGF4
963	1552985_at	ENSG00000164756	protein_coding	SLC30A8
3976	1552987_a_at	ENSG00000247193	lncRNA	AC104078.1
3587	1552988_at	ENSG00000166323	protein_coding	C11orf65
3145	1552990_at	ENSG00000180043	protein_coding	FAM71E2
850	1552991_at	ENSG00000276025	protein_coding	OR5P2
1524	1552991_at	ENSG00000183303	protein_coding	OR5P2
5369	1552991_at	ENSG00000280931	protein_coding	OR5P2
4044	1552993_at	ENSG00000170788	protein_coding	DYDC1
1757	1552995_at	ENSG00000197272	protein_coding	IL27
1499	1552997_a_at	ENSG00000173389	protein_coding	IQCF1
3426	1552998_at	ENSG00000178591	protein_coding	DEFB125
4816	1552999_a_at	ENSG00000182931	protein_coding	WFDC10B
3847	1553002_at	ENSG00000274729	protein_coding	DEFB105B
3911	1553002_at	ENSG00000186599	protein_coding	DEFB105B
4007	1553002_at	ENSG00000186562	protein_coding	DEFB105A
5317	1553002_at	ENSG00000285015	protein_coding	DEFB105B
5333	1553002_at	ENSG00000285411	protein_coding	DEFB105B
265	1553003_at	ENSG00000170927	protein_coding	PKHD1
1895	1553004_at	ENSG00000158683	protein_coding	PKD1L1
2956	1553006_at	ENSG00000156920	protein_coding	ADGRG4
1189	1553007_a_at	ENSG00000009694	protein_coding	TENM1
2258	1553009_s_at	ENSG00000205176	transcribed_processed_pseudogene	REXO1L1P
1157	1553011_at	ENSG00000122728	protein_coding	TAF1L
5189	1553013_at	ENSG00000155052	protein_coding	CNTNAP5
4810	1553015_a_at	ENSG00000160957	protein_coding	RECQL4
4480	1553016_at	ENSG00000173567	protein_coding	ADGRF3
5150	1553019_at	ENSG00000149488	protein_coding	TMC2
4283	1553020_at	ENSG00000226746	lncRNA	SMCR5
4958	1553021_s_at	ENSG00000185963	protein_coding	BICD2
3233	1553022_at	ENSG00000141946	protein_coding	ZIM3
4275	1553023_a_at	ENSG00000255346	protein_coding	NOX5
2214	1553024_at	ENSG00000232307	lncRNA	DAOA-AS1
1918	1553027_a_at	ENSG00000102271	protein_coding	KLHL4
3530	1553028_at	ENSG00000175697	protein_coding	GPR156
5181	1553030_a_at	ENSG00000139531	protein_coding	SUOX
2869	1553031_at	ENSG00000153294	protein_coding	ADGRF4
415	1553032_at	ENSG00000164509	protein_coding	IL31RA
762	1553033_at	ENSG00000147041	protein_coding	SYTL5
1424	1553034_at	ENSG00000054282	protein_coding	SDCCAG8
2052	1553034_at	ENSG00000276111	protein_coding	SDCCAG8
2872	1553036_at	ENSG00000164393	protein_coding	ADGRF2
4047	1553037_a_at	ENSG00000157152	protein_coding	SYN2
5163	1553039_a_at	ENSG00000146926	protein_coding	ASB10
679	1553042_a_at	ENSG00000167604	protein_coding	NFKBID
872	1553043_a_at	ENSG00000186074	protein_coding	CD300LF
1584	1553044_at	ENSG00000135355	protein_coding	GJA10
5347	1553044_at	ENSG00000288435	protein_coding	GJA10
1657	1553045_at	ENSG00000143816	protein_coding	WNT9A
2188	1553046_s_at	ENSG00000154252	protein_coding	GAL3ST2
2804	1553046_s_at	ENSG00000276126	protein_coding	GAL3ST2
3223	1553047_at	ENSG00000276293	protein_coding	PIP4K2B
3222	1553048_a_at	ENSG00000276293	protein_coding	PIP4K2B
3918	1553048_a_at	ENSG00000277292	protein_coding	PIP4K2B
3913	1553051_s_at	ENSG00000177947	protein_coding	ODF3
4817	1553052_at	ENSG00000168634	protein_coding	WFDC13
2195	1553053_at	ENSG00000175699	protein_coding	CCDC197
3846	1553053_at	ENSG00000280668	lncRNA	CCDC197
2863	1553055_a_at	ENSG00000166750	protein_coding	SLFN5
1236	1553057_at	ENSG00000166634	protein_coding	SERPINB12
329	1553058_at	ENSG00000179855	protein_coding	GIPC3
2545	1553059_at	ENSG00000159527	protein_coding	PGLYRP3
2282	1553060_at	ENSG00000147613	protein_coding	PSKH2
1104	1553061_at	ENSG00000179420	transcribed_unprocessed_pseudogene	OR6W1P
3607	1553061_at	ENSG00000274360	transcribed_unprocessed_pseudogene	OR6W1P
5053	1553062_at	ENSG00000124003	protein_coding	MOGAT1
4525	1553063_at	ENSG00000155269	protein_coding	GPR78
2853	1553064_at	ENSG00000178804	protein_coding	H1-8
2654	1553066_at	ENSG00000237110	protein_coding	TAAR9
508	1553067_a_at	ENSG00000211451	transcribed_unitary_pseudogene	GNRHR2
5194	1553067_a_at	ENSG00000259169	unprocessed_pseudogene	GNRHR2P1
2928	1553070_a_at	ENSG00000164591	protein_coding	MYOZ3
2929	1553071_a_at	ENSG00000164591	protein_coding	MYOZ3
4884	1553072_at	ENSG00000163141	protein_coding	BNIPL
5225	1553074_at	ENSG00000165192	protein_coding	ASB11
1122	1553075_a_at	ENSG00000181355	transcribed_unitary_pseudogene	OFCC1
1123	1553076_at	ENSG00000181355	transcribed_unitary_pseudogene	OFCC1
3055	1553077_at	ENSG00000170426	protein_coding	SDR9C7
851	1553078_at	ENSG00000278253	protein_coding	OR5P3
1522	1553078_at	ENSG00000182334	protein_coding	OR5P3
5370	1553078_at	ENSG00000280808	protein_coding	OR5P3
242	1553079_at	ENSG00000237046	protein_coding	TRIM40
788	1553079_at	ENSG00000233931	protein_coding	TRIM40
1380	1553079_at	ENSG00000172524	protein_coding	TRIM40
2158	1553079_at	ENSG00000227458	protein_coding	TRIM40
2942	1553079_at	ENSG00000228001	protein_coding	TRIM40
3102	1553079_at	ENSG00000224496	protein_coding	TRIM40
3298	1553079_at	ENSG00000236399	protein_coding	TRIM40
3403	1553079_at	ENSG00000204614	protein_coding	TRIM40
4574	1553080_at	ENSG00000234124	transcribed_unitary_pseudogene	CSN1S2AP
5378	1553080_at	ENSG00000283090	transcribed_unitary_pseudogene	CSN1S2AP
1645	1553081_at	ENSG00000168703	protein_coding	WFDC12
849	1553082_at	ENSG00000127377	protein_coding	CRYGN
1744	1553084_at	ENSG00000174448	protein_coding	STARD6
4550	1553086_at	ENSG00000171987	lncRNA	C11orf40
3886	1553087_at	ENSG00000280197	TEC	C18orf12
2947	1553088_a_at	ENSG00000153094	protein_coding	BCL2L11
4581	1553089_a_at	ENSG00000101443	protein_coding	WFDC2
852	1553093_a_at	ENSG00000180483	protein_coding	DEFB119
1448	1553094_at	ENSG00000176358	protein_coding	TAC4
2948	1553096_s_at	ENSG00000153094	protein_coding	BCL2L11
124	1553099_at	ENSG00000284407	miRNA	MIR5001
1793	1553099_at	ENSG00000221944	protein_coding	TIGD1
479	1553101_a_at	ENSG00000091542	protein_coding	ALKBH5
1181	1553102_a_at	ENSG00000198624	protein_coding	CCDC69
2720	1553103_at	ENSG00000086102	protein_coding	NFX1
5183	1553105_s_at	ENSG00000046604	protein_coding	DSG2
2275	1553106_at	ENSG00000181904	protein_coding	C5orf24
2270	1553107_s_at	ENSG00000145833	protein_coding	DDX46
2276	1553107_s_at	ENSG00000181904	protein_coding	C5orf24
2277	1553108_at	ENSG00000181904	protein_coding	C5orf24
1800	1553111_a_at	ENSG00000165572	protein_coding	KBTBD6
2335	1553112_s_at	ENSG00000132964	protein_coding	CDK8
2336	1553113_s_at	ENSG00000132964	protein_coding	CDK8
3751	1553114_a_at	ENSG00000101213	protein_coding	PTK6
4368	1553115_at	ENSG00000140807	protein_coding	NKD1
4805	1553117_a_at	ENSG00000112079	protein_coding	STK38
3044	1553118_at	ENSG00000159445	protein_coding	THEM4
4196	1553120_at	ENSG00000092853	protein_coding	CLSPN
5153	1553122_s_at	ENSG00000146587	protein_coding	RBAK
783	1553123_at	ENSG00000280023	TEC	AD000813.1
785	1553123_at	ENSG00000075702	protein_coding	WDR62
784	1553125_x_at	ENSG00000280023	TEC	AD000813.1
786	1553125_x_at	ENSG00000075702	protein_coding	WDR62
4154	1553126_a_at	ENSG00000148482	protein_coding	SLC39A12
4401	1553127_a_at	ENSG00000163961	protein_coding	RNF168
4612	1553129_at	ENSG00000165124	protein_coding	SVEP1
817	1553130_at	ENSG00000279568	TEC	AC093525.9
818	1553130_at	ENSG00000260436	lncRNA	AC093525.3
933	1553130_at	ENSG00000215154	transcribed_unprocessed_pseudogene	AC141586.1
3946	1553131_a_at	ENSG00000136574	protein_coding	GATA4
5318	1553131_a_at	ENSG00000285109	protein_coding	GATA4
1278	1553132_a_at	ENSG00000165929	protein_coding	TC2N
5283	1553132_a_at	ENSG00000276776	protein_coding	TC2N
4281	1553133_at	ENSG00000147894	protein_coding	C9orf72
4282	1553134_s_at	ENSG00000147894	protein_coding	C9orf72
2979	1553136_at	ENSG00000155729	protein_coding	KCTD18
1943	1553137_s_at	ENSG00000172059	protein_coding	KLF11
1454	1553138_a_at	ENSG00000160117	protein_coding	ANKLE1
337	1553139_s_at	ENSG00000130827	protein_coding	PLXNA3
3410	1553140_at	ENSG00000152684	protein_coding	PELO
3721	1553141_at	ENSG00000281883	protein_coding	AL512506.3
3724	1553141_at	ENSG00000179630	protein_coding	LACC1
3723	1553142_at	ENSG00000179630	protein_coding	LACC1
2301	1553146_at	ENSG00000163424	protein_coding	TEX55
2314	1553146_at	ENSG00000251012	protein_coding	AC083800.1
1674	1553147_at	ENSG00000164188	protein_coding	RANBP3L
3859	1553148_a_at	ENSG00000071189	protein_coding	SNX13
3757	1553150_at	ENSG00000165097	protein_coding	KDM1B
2283	1553151_at	ENSG00000147614	protein_coding	ATP6V0D2
2285	1553153_at	ENSG00000147614	protein_coding	ATP6V0D2
2284	1553155_x_at	ENSG00000147614	protein_coding	ATP6V0D2
3022	1553156_at	ENSG00000121454	protein_coding	LHX4
3021	1553157_at	ENSG00000121454	protein_coding	LHX4
108	1553158_at	ENSG00000201441	snRNA	RNU6-646P
4532	1553158_at	ENSG00000174007	protein_coding	CEP19
1074	1553159_at	ENSG00000105877	protein_coding	DNAH11
494	1553162_x_at	ENSG00000167595	protein_coding	PROSER3
1071	1553163_at	ENSG00000153531	protein_coding	ADPRHL1
478	1553165_at	ENSG00000274047	protein_coding	SYNRG
